Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Mois,Statut,Date de lancement,Budget dépensé (€),Conversions (achats),Revenu estimé (€),ROAS,Coût par conversion (€),Impressions,Clics,Taux de clic (%)
AG1_Motion-Vidéo_Thomas_Performance_V399,Abonnement,Thomas Bernard,Motion/Vidéo,Performance sportive,Avant chaque entraînement...,Octobre 2025,En pause,15/10/2025,1602,169,3348.18,2.09,9.48,178354,7848,4.4
AG1_UGC_Léa_Focus_V400,Shaker,Léa Garcia,UGC,Focus mental,Pourquoi je ne peux plus m'en passer,Septembre 2025,En ligne,04/09/2025,6371,28,20450.91,3.21,227.54,415336,7891,1.9
AG1_UGC_Antoine_Bien-être_V401,Omega-3,Antoine Roux,UGC,Bien-être global,3 mois plus tard...,Octobre 2025,Archivée,19/10/2025,2744,158,6558.16,2.39,17.37,242682,5096,2.1
AG1_UGC_Emma_Immunité_V402,Shaker,Emma Laurent,UGC,Immunité,Mon secret de productivité,Septembre 2025,Arrêtée,16/09/2025,1306,68,5733.34,4.39,19.21,234977,6344,2.7
AG1_Témoignage_Léa_Performance_V403,Shaker,Léa Garcia,Témoignage,Performance sportive,3 mois plus tard...,Juillet 2025,Arrêtée,10/07/2025,7099,118,16256.71,2.29,60.16,462286,15255,3.3
AG1_Motion-Vidéo_Studio_Énergie_V404,Shaker,Studio Interne,Motion/Vidéo,Énergie quotidienne,3 mois plus tard...,Août 2025,En pause,23/08/2025,1217,170,1265.68,1.04,7.16,327461,9496,2.9
AG1_Imagestatique_Camille_Immunité_V405,Omega-3,Camille Dubois,Image statique,Immunité,Mon avis honnête,Septembre 2025,En ligne,17/09/2025,3513,211,5234.37,1.49,16.65,177016,7435,4.2
AG1_Motion-Vidéo_Emma_Voyage_V406,Shaker,Emma Laurent,Motion/Vidéo,Voyage et santé,Mon secret de productivité,Octobre 2025,Archivée,01/10/2025,794,119,1603.88,2.02,6.67,165293,5620,3.4
AG1_Podcast_Julie_Focus_V407,Bundle Complet,Julie Petit,Podcast,Focus mental,Avant chaque entraînement...,Novembre 2025,Arrêtée,04/11/2025,1339,220,1339,1,6.09,246336,5173,2.1
AG1_Témoignage_Léa_Énergie_V408,AG1 Travel Packs,Léa Garcia,Témoignage,Énergie quotidienne,Mon secret de productivité,Juillet 2025,Arrêtée,03/07/2025,5683,216,18981.22,3.34,26.31,281836,10146,3.6
AG1_UGC_Marc_Digestion_V409,Abonnement,Marc Dupont,UGC,Digestion,Ce qui a changé ma vie...,Juillet 2025,Arrêtée,12/07/2025,1463,182,1960.42,1.34,8.04,390823,6253,1.6
AG1_Imagestatique_Sophie_Digestion_V410,Abonnement,Sophie Martin,Image statique,Digestion,Ce qui a changé ma vie...,Septembre 2025,En pause,14/09/2025,5057,44,6624.67,1.31,114.93,147562,4427,3
AG1_Motion-Vidéo_Camille_Digestion_V411,AG1 Powder,Camille Dubois,Motion/Vidéo,Digestion,Avant chaque entraînement...,Novembre 2025,En ligne,27/11/2025,7889,37,27611.5,3.5,213.22,481950,7711,1.6
AG1_UGC_Camille_Voyage_V412,Shaker,Camille Dubois,UGC,Voyage et santé,Pourquoi je ne peux plus m'en passer,Novembre 2025,Arrêtée,19/11/2025,5375,189,6450,1.2,28.44,387574,16278,4.2
AG1_Témoignage_Antoine_Bien-être_V413,AG1 Powder,Antoine Roux,Témoignage,Bien-être global,Mon avis honnête,Juillet 2025,En pause,27/07/2025,5256,122,5886.72,1.12,43.08,291431,10200,3.5
AG1_Imagestatique_Camille_Immunité_V414,AG1 Travel Packs,Camille Dubois,Image statique,Immunité,Ce que personne ne dit,Juillet 2025,Arrêtée,19/07/2025,3430,62,10255.7,2.99,55.32,404451,14156,3.5
AG1_Témoignage_Sophie_Énergie_V415,Vitamine D3+K2,Sophie Martin,Témoignage,Énergie quotidienne,Avant chaque entraînement...,Octobre 2025,En ligne,26/10/2025,5795,199,21557.4,3.72,29.12,212729,3829,1.8
AG1_Podcast_Thomas_Performance_V416,AG1 Travel Packs,Thomas Bernard,Podcast,Performance sportive,Pourquoi je ne peux plus m'en passer,Novembre 2025,En pause,02/11/2025,6484,7,18479.4,2.85,926.29,453942,6809,1.5
AG1_Motion-Vidéo_Julie_Digestion_V417,Abonnement,Julie Petit,Motion/Vidéo,Digestion,Pourquoi je ne peux plus m'en passer,Octobre 2025,Arrêtée,10/10/2025,7631,163,28234.7,3.7,46.82,310388,7760,2.5
AG1_Imagestatique_Julie_Focus_V418,Abonnement,Julie Petit,Image statique,Focus mental,Ce qui a changé ma vie...,Août 2025,Archivée,24/08/2025,3582,246,5193.9,1.45,14.56,83012,3237,3.9
AG1_Imagestatique_Emma_Immunité_V419,Bundle Complet,Emma Laurent,Image statique,Immunité,Mon avis honnête,Juillet 2025,Archivée,18/07/2025,7702,194,24184.28,3.14,39.7,273322,11753,4.3
AG1_Témoignage_Marc_Digestion_V420,Omega-3,Marc Dupont,Témoignage,Digestion,Mon secret de productivité,Novembre 2025,Archivée,19/11/2025,6945,104,21737.85,3.13,66.78,125725,3143,2.5
AG1_Témoignage_Julie_Digestion_V421,Abonnement,Julie Petit,Témoignage,Digestion,Ce que personne ne dit,Octobre 2025,En pause,16/10/2025,7386,84,17430.96,2.36,87.93,335246,7375,2.2
AG1_Podcast_Marc_Énergie_V422,Abonnement,Marc Dupont,Podcast,Énergie quotidienne,3 mois plus tard...,Juillet 2025,Archivée,04/07/2025,6211,223,24285.01,3.91,27.85,51490,1854,3.6
AG1_Motion-Vidéo_Thomas_Voyage_V423,Omega-3,Thomas Bernard,Motion/Vidéo,Voyage et santé,La vérité sur AG1,Septembre 2025,Arrêtée,01/09/2025,5307,123,14753.46,2.78,43.15,267978,5628,2.1
AG1_Imagestatique_Marc_Bien-être_V424,Bundle Complet,Marc Dupont,Image statique,Bien-être global,Ce que personne ne dit,Septembre 2025,Arrêtée,05/09/2025,4562,245,4653.24,1.02,18.62,390754,12113,3.1
AG1_Imagestatique_Thomas_Performance_V425,AG1 Powder,Thomas Bernard,Image statique,Performance sportive,Mon avis honnête,Août 2025,En pause,04/08/2025,1360,105,1156,0.85,12.95,359468,15817,4.4
AG1_Imagestatique_Thomas_Focus_V426,Omega-3,Thomas Bernard,Image statique,Focus mental,Mon avis honnête,Septembre 2025,Arrêtée,20/09/2025,2469,167,10468.56,4.24,14.78,291261,6408,2.2
AG1_Motion-Vidéo_Marc_Immunité_V427,Abonnement,Marc Dupont,Motion/Vidéo,Immunité,La vérité sur AG1,Octobre 2025,En pause,14/10/2025,3104,90,5649.28,1.82,34.49,329186,7242,2.2
AG1_UGC_Pierre_Bien-être_V428,Bundle Complet,Pierre Moreau,UGC,Bien-être global,Ce qui a changé ma vie...,Septembre 2025,Arrêtée,03/09/2025,1371,41,3687.99,2.69,33.44,435747,6972,1.6
AG1_Imagestatique_Julie_Routine_V429,Bundle Complet,Julie Petit,Image statique,Routine matinale,La vérité sur AG1,Juillet 2025,En ligne,14/07/2025,1963,20,2571.53,1.31,98.15,353257,6359,1.8
AG1_Imagestatique_Antoine_Bien-être_V430,AG1 Travel Packs,Antoine Roux,Image statique,Bien-être global,3 mois plus tard...,Novembre 2025,Arrêtée,08/11/2025,5932,46,12813.12,2.16,128.96,118408,3434,2.9
AG1_Motion-Vidéo_Julie_Voyage_V431,Vitamine D3+K2,Julie Petit,Motion/Vidéo,Voyage et santé,Mon avis honnête,Novembre 2025,Archivée,15/11/2025,2699,139,9689.41,3.59,19.42,281164,6467,2.3
AG1_UGC_Pierre_Immunité_V432,Vitamine D3+K2,Pierre Moreau,UGC,Immunité,Ce que personne ne dit,Juillet 2025,En pause,01/07/2025,2754,9,8014.14,2.91,306,301432,12057,4
AG1_Podcast_Studio_Immunité_V433,Omega-3,Studio Interne,Podcast,Immunité,Mon secret de productivité,Septembre 2025,Arrêtée,19/09/2025,3319,205,12047.97,3.63,16.19,397181,11121,2.8
AG1_Motion-Vidéo_Léa_Routine_V434,Shaker,Léa Garcia,Motion/Vidéo,Routine matinale,3 mois plus tard...,Novembre 2025,En pause,26/11/2025,6221,199,7838.46,1.26,31.26,78499,2355,3
AG1_Témoignage_Pierre_Immunité_V435,AG1 Powder,Pierre Moreau,Témoignage,Immunité,3 mois plus tard...,Août 2025,Arrêtée,21/08/2025,3285,74,7424.1,2.26,44.39,247576,3961,1.6
AG1_Témoignage_Léa_Digestion_V436,Abonnement,Léa Garcia,Témoignage,Digestion,3 mois plus tard...,Septembre 2025,Arrêtée,11/09/2025,7227,230,23343.21,3.23,31.42,450323,7205,1.6
AG1_UGC_Léa_Bien-être_V437,Omega-3,Léa Garcia,UGC,Bien-être global,La vérité sur AG1,Octobre 2025,Arrêtée,20/10/2025,551,196,1476.68,2.68,2.81,388796,13219,3.4
AG1_Motion-Vidéo_Léa_Focus_V438,Shaker,Léa Garcia,Motion/Vidéo,Focus mental,Mon avis honnête,Septembre 2025,En pause,17/09/2025,2692,244,11656.36,4.33,11.03,479395,10067,2.1
AG1_UGC_Sophie_Performance_V439,Abonnement,Sophie Martin,UGC,Performance sportive,3 mois plus tard...,Novembre 2025,En pause,11/11/2025,4663,112,19258.19,4.13,41.63,454112,15894,3.5
AG1_UGC_Emma_Énergie_V440,Omega-3,Emma Laurent,UGC,Énergie quotidienne,Mon secret de productivité,Juillet 2025,En ligne,04/07/2025,3437,87,9417.38,2.74,39.51,322965,14210,4.4
AG1_Motion-Vidéo_Camille_Performance_V441,Omega-3,Camille Dubois,Motion/Vidéo,Performance sportive,3 mois plus tard...,Novembre 2025,Arrêtée,21/11/2025,1346,247,4051.46,3.01,5.45,112422,3822,3.4
AG1_Imagestatique_Antoine_Immunité_V442,AG1 Powder,Antoine Roux,Image statique,Immunité,Mon avis honnête,Octobre 2025,Archivée,22/10/2025,7643,212,9018.74,1.18,36.05,365711,6583,1.8
AG1_Podcast_Julie_Routine_V443,AG1 Powder,Julie Petit,Podcast,Routine matinale,Avant chaque entraînement...,Octobre 2025,Archivée,01/10/2025,2377,9,8153.11,3.43,264.11,434567,19121,4.4
AG1_UGC_Camille_Énergie_V444,Abonnement,Camille Dubois,UGC,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Octobre 2025,Archivée,21/10/2025,4962,172,14290.56,2.88,28.85,406943,13836,3.4
AG1_UGC_Julie_Focus_V445,Vitamine D3+K2,Julie Petit,UGC,Focus mental,Ce qui a changé ma vie...,Juillet 2025,Archivée,06/07/2025,7133,145,10842.16,1.52,49.19,161857,3885,2.4
AG1_Témoignage_Thomas_Routine_V446,AG1 Travel Packs,Thomas Bernard,Témoignage,Routine matinale,La vérité sur AG1,Octobre 2025,En ligne,08/10/2025,7827,21,24028.89,3.07,372.71,449667,10342,2.3
AG1_UGC_Studio_Bien-être_V447,Shaker,Studio Interne,UGC,Bien-être global,Pourquoi je ne peux plus m'en passer,Septembre 2025,En pause,22/09/2025,5466,83,16343.34,2.99,65.86,158396,5227,3.3
AG1_Podcast_Emma_Immunité_V448,Bundle Complet,Emma Laurent,Podcast,Immunité,Avant chaque entraînement...,Septembre 2025,Archivée,15/09/2025,7094,112,16599.96,2.34,63.34,334822,8371,2.5
AG1_Motion-Vidéo_Emma_Routine_V449,AG1 Powder,Emma Laurent,Motion/Vidéo,Routine matinale,Avant chaque entraînement...,Septembre 2025,En pause,21/09/2025,3245,226,13629,4.2,14.36,273265,4646,1.7
AG1_Imagestatique_Léa_Énergie_V450,AG1 Travel Packs,Léa Garcia,Image statique,Énergie quotidienne,Avant chaque entraînement...,Juillet 2025,En pause,01/07/2025,7949,93,19395.56,2.44,85.47,230517,7607,3.3
AG1_Motion-Vidéo_Camille_Énergie_V451,AG1 Travel Packs,Camille Dubois,Motion/Vidéo,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Novembre 2025,En pause,10/11/2025,3310,101,8043.3,2.43,32.77,278604,5015,1.8
AG1_Motion-Vidéo_Pierre_Performance_V452,Abonnement,Pierre Moreau,Motion/Vidéo,Performance sportive,Avant chaque entraînement...,Novembre 2025,Archivée,21/11/2025,933,169,1222.23,1.31,5.52,276749,9963,3.6
AG1_Motion-Vidéo_Marc_Immunité_V453,AG1 Travel Packs,Marc Dupont,Motion/Vidéo,Immunité,Mon avis honnête,Juillet 2025,En ligne,19/07/2025,2070,207,7886.7,3.81,10,176362,4409,2.5
AG1_Motion-Vidéo_Pierre_Voyage_V454,Shaker,Pierre Moreau,Motion/Vidéo,Voyage et santé,Pourquoi je ne peux plus m'en passer,Novembre 2025,Arrêtée,17/11/2025,3681,67,4895.73,1.33,54.94,106893,2352,2.2
AG1_UGC_Marc_Immunité_V455,Vitamine D3+K2,Marc Dupont,UGC,Immunité,3 mois plus tard...,Septembre 2025,En pause,25/09/2025,2870,187,12455.8,4.34,15.35,256808,5650,2.2
AG1_Témoignage_Studio_Digestion_V456,Bundle Complet,Studio Interne,Témoignage,Digestion,Mon secret de productivité,Septembre 2025,Arrêtée,12/09/2025,5938,247,17279.58,2.91,24.04,289052,12140,4.2
AG1_UGC_Studio_Routine_V457,Shaker,Studio Interne,UGC,Routine matinale,Pourquoi je ne peux plus m'en passer,Octobre 2025,Arrêtée,03/10/2025,6433,98,7076.3,1.1,65.64,443340,16404,3.7
AG1_Motion-Vidéo_Thomas_Performance_V458,Vitamine D3+K2,Thomas Bernard,Motion/Vidéo,Performance sportive,Ce que personne ne dit,Octobre 2025,Arrêtée,05/10/2025,2271,189,9765.3,4.3,12.02,345757,7952,2.3
AG1_Motion-Vidéo_Thomas_Focus_V459,Shaker,Thomas Bernard,Motion/Vidéo,Focus mental,3 mois plus tard...,Novembre 2025,En ligne,23/11/2025,921,136,3730.05,4.05,6.77,208071,3537,1.7
AG1_Imagestatique_Camille_Digestion_V460,Abonnement,Camille Dubois,Image statique,Digestion,Ce qui a changé ma vie...,Octobre 2025,En pause,18/10/2025,6241,46,19222.28,3.08,135.67,446358,11159,2.5
AG1_Motion-Vidéo_Emma_Digestion_V461,Vitamine D3+K2,Emma Laurent,Motion/Vidéo,Digestion,3 mois plus tard...,Juillet 2025,En ligne,22/07/2025,6759,86,28590.57,4.23,78.59,461483,10614,2.3
AG1_Imagestatique_Studio_Focus_V462,Abonnement,Studio Interne,Image statique,Focus mental,Ce que personne ne dit,Octobre 2025,En pause,20/10/2025,5746,230,17927.52,3.12,24.98,268114,6435,2.4
AG1_Podcast_Antoine_Digestion_V463,AG1 Powder,Antoine Roux,Podcast,Digestion,Avant chaque entraînement...,Juillet 2025,Archivée,25/07/2025,3081,33,11368.89,3.69,93.36,369430,11452,3.1
AG1_Podcast_Camille_Voyage_V464,Abonnement,Camille Dubois,Podcast,Voyage et santé,Pourquoi je ne peux plus m'en passer,Juillet 2025,Archivée,25/07/2025,3350,87,6867.5,2.05,38.51,167585,7206,4.3
AG1_UGC_Thomas_Voyage_V465,Shaker,Thomas Bernard,UGC,Voyage et santé,Ce que personne ne dit,Octobre 2025,Archivée,05/10/2025,5209,47,13126.68,2.52,110.83,432159,12533,2.9
AG1_Motion-Vidéo_Camille_Bien-être_V466,Vitamine D3+K2,Camille Dubois,Motion/Vidéo,Bien-être global,Ce que personne ne dit,Juillet 2025,Arrêtée,17/07/2025,5604,25,16924.08,3.02,224.16,423967,10175,2.4
AG1_Motion-Vidéo_Camille_Voyage_V467,Bundle Complet,Camille Dubois,Motion/Vidéo,Voyage et santé,Pourquoi je ne peux plus m'en passer,Septembre 2025,En pause,15/09/2025,1802,201,7622.46,4.23,8.97,51439,926,1.8
AG1_Témoignage_Pierre_Immunité_V468,Abonnement,Pierre Moreau,Témoignage,Immunité,Avant chaque entraînement...,Octobre 2025,Archivée,05/10/2025,6493,93,21751.55,3.35,69.82,22987,506,2.2
AG1_Motion-Vidéo_Camille_Bien-être_V469,Abonnement,Camille Dubois,Motion/Vidéo,Bien-être global,Mon avis honnête,Août 2025,Archivée,15/08/2025,4964,168,13005.68,2.62,29.55,375602,13146,3.5
AG1_Motion-Vidéo_Antoine_Immunité_V470,Shaker,Antoine Roux,Motion/Vidéo,Immunité,Ce qui a changé ma vie...,Novembre 2025,Archivée,19/11/2025,2355,90,4215.45,1.79,26.17,268791,7257,2.7
AG1_Imagestatique_Thomas_Routine_V471,Vitamine D3+K2,Thomas Bernard,Image statique,Routine matinale,Mon secret de productivité,Octobre 2025,En pause,19/10/2025,4911,17,10853.31,2.21,288.88,34064,1431,4.2
AG1_UGC_Léa_Bien-être_V472,Abonnement,Léa Garcia,UGC,Bien-être global,3 mois plus tard...,Octobre 2025,Arrêtée,27/10/2025,2733,71,3580.23,1.31,38.49,57722,1616,2.8
AG1_Imagestatique_Sophie_Routine_V473,AG1 Powder,Sophie Martin,Image statique,Routine matinale,Avant chaque entraînement...,Octobre 2025,Archivée,06/10/2025,7909,153,25862.43,3.27,51.69,155994,2964,1.9
AG1_Podcast_Léa_Digestion_V474,Abonnement,Léa Garcia,Podcast,Digestion,Avant chaque entraînement...,Août 2025,Arrêtée,17/08/2025,6318,166,16047.72,2.54,38.06,336764,8419,2.5
AG1_Podcast_Emma_Immunité_V475,Bundle Complet,Emma Laurent,Podcast,Immunité,Avant chaque entraînement...,Septembre 2025,Arrêtée,12/09/2025,6500,205,15275,2.35,31.71,198945,3979,2
AG1_Podcast_Léa_Performance_V476,AG1 Powder,Léa Garcia,Podcast,Performance sportive,Pourquoi je ne peux plus m'en passer,Octobre 2025,Archivée,26/10/2025,1875,32,5306.25,2.83,58.59,406191,8124,2
AG1_Imagestatique_Studio_Digestion_V477,Omega-3,Studio Interne,Image statique,Digestion,Avant chaque entraînement...,Octobre 2025,Archivée,18/10/2025,2837,203,8794.7,3.1,13.98,383012,14171,3.7
AG1_Témoignage_Léa_Voyage_V478,AG1 Travel Packs,Léa Garcia,Témoignage,Voyage et santé,Mon avis honnête,Octobre 2025,Archivée,10/10/2025,4371,201,7692.96,1.76,21.75,338162,7778,2.3
AG1_Témoignage_Léa_Voyage_V479,Omega-3,Léa Garcia,Témoignage,Voyage et santé,3 mois plus tard...,Août 2025,En pause,02/08/2025,1616,217,2634.08,1.63,7.45,473314,9466,2
AG1_Podcast_Léa_Immunité_V480,AG1 Travel Packs,Léa Garcia,Podcast,Immunité,Ce qui a changé ma vie...,Septembre 2025,Arrêtée,18/09/2025,3575,8,12619.75,3.53,446.88,202256,8090,4
AG1_Podcast_Emma_Performance_V481,Vitamine D3+K2,Emma Laurent,Podcast,Performance sportive,Avant chaque entraînement...,Octobre 2025,Arrêtée,24/10/2025,3879,248,13149.81,3.39,15.64,47354,758,1.6
AG1_Imagestatique_Sophie_Routine_V482,Omega-3,Sophie Martin,Image statique,Routine matinale,Pourquoi je ne peux plus m'en passer,Août 2025,En ligne,10/08/2025,6595,22,13124.05,1.99,299.77,306187,7348,2.4
AG1_UGC_Julie_Performance_V483,Bundle Complet,Julie Petit,UGC,Performance sportive,Ce que personne ne dit,Octobre 2025,En pause,17/10/2025,3072,84,6758.4,2.2,36.57,330675,10582,3.2
AG1_UGC_Studio_Routine_V484,Abonnement,Studio Interne,UGC,Routine matinale,Pourquoi je ne peux plus m'en passer,Juillet 2025,En ligne,17/07/2025,4653,175,12795.75,2.75,26.59,299626,10487,3.5
AG1_Motion-Vidéo_Camille_Énergie_V485,Omega-3,Camille Dubois,Motion/Vidéo,Énergie quotidienne,Ce qui a changé ma vie...,Août 2025,Arrêtée,07/08/2025,5166,221,12605.04,2.44,23.38,458120,10079,2.2
AG1_UGC_Marc_Voyage_V486,Bundle Complet,Marc Dupont,UGC,Voyage et santé,3 mois plus tard...,Juillet 2025,En pause,26/07/2025,4838,15,11320.92,2.34,322.53,290068,5511,1.9
AG1_UGC_Pierre_Immunité_V487,Vitamine D3+K2,Pierre Moreau,UGC,Immunité,Mon avis honnête,Octobre 2025,Arrêtée,21/10/2025,1121,214,3889.87,3.47,5.24,106887,1924,1.8
AG1_Podcast_Léa_Voyage_V488,Bundle Complet,Léa Garcia,Podcast,Voyage et santé,Ce qui a changé ma vie...,Juillet 2025,Archivée,23/07/2025,7609,216,28838.11,3.79,35.23,446305,14282,3.2
AG1_Imagestatique_Emma_Énergie_V489,Abonnement,Emma Laurent,Image statique,Énergie quotidienne,Avant chaque entraînement...,Juillet 2025,En ligne,12/07/2025,4351,110,3785.37,0.87,39.55,193248,5991,3.1
AG1_Imagestatique_Emma_Routine_V490,Abonnement,Emma Laurent,Image statique,Routine matinale,Ce qui a changé ma vie...,Octobre 2025,En pause,12/10/2025,6070,197,17360.2,2.86,30.81,117572,4468,3.8
AG1_UGC_Emma_Voyage_V491,AG1 Powder,Emma Laurent,UGC,Voyage et santé,Ce que personne ne dit,Octobre 2025,En ligne,03/10/2025,7934,239,23802,3,33.2,261285,7839,3
AG1_UGC_Antoine_Voyage_V492,AG1 Travel Packs,Antoine Roux,UGC,Voyage et santé,Ce que personne ne dit,Septembre 2025,En ligne,25/09/2025,733,184,1143.48,1.56,3.98,446084,12490,2.8
AG1_Podcast_Sophie_Bien-être_V493,Abonnement,Sophie Martin,Podcast,Bien-être global,Ce qui a changé ma vie...,Juillet 2025,En pause,07/07/2025,1727,160,1899.7,1.1,10.79,313799,8159,2.6
AG1_Imagestatique_Emma_Bien-être_V494,Shaker,Emma Laurent,Image statique,Bien-être global,Pourquoi je ne peux plus m'en passer,Septembre 2025,Archivée,05/09/2025,4830,48,13330.8,2.76,100.62,360507,11897,3.3
AG1_Imagestatique_Thomas_Performance_V495,Vitamine D3+K2,Thomas Bernard,Image statique,Performance sportive,Pourquoi je ne peux plus m'en passer,Octobre 2025,En pause,02/10/2025,2495,30,3567.85,1.43,83.17,449783,9895,2.2
AG1_Imagestatique_Emma_Performance_V496,Omega-3,Emma Laurent,Image statique,Performance sportive,3 mois plus tard...,Août 2025,En ligne,26/08/2025,3359,183,8195.96,2.44,18.36,415828,8732,2.1
AG1_Motion-Vidéo_Julie_Immunité_V497,AG1 Powder,Julie Petit,Motion/Vidéo,Immunité,Ce qui a changé ma vie...,Octobre 2025,En ligne,18/10/2025,4175,243,3381.75,0.81,17.18,311609,12153,3.9
AG1_UGC_Studio_Digestion_V498,Abonnement,Studio Interne,UGC,Digestion,Ce qui a changé ma vie...,Septembre 2025,Arrêtée,19/09/2025,1350,204,3442.5,2.55,6.62,137195,4116,3
AG1_Témoignage_Léa_Immunité_V499,Omega-3,Léa Garcia,Témoignage,Immunité,Pourquoi je ne peux plus m'en passer,Juillet 2025,En ligne,17/07/2025,1652,96,4096.96,2.48,17.21,63020,2206,3.5
AG1_Témoignage_Thomas_Immunité_V500,Shaker,Thomas Bernard,Témoignage,Immunité,Avant chaque entraînement...,Octobre 2025,En pause,20/10/2025,6099,115,12198,2,53.03,130321,3388,2.6
AG1_Motion-Vidéo_Camille_Performance_V501,AG1 Travel Packs,Camille Dubois,Motion/Vidéo,Performance sportive,Mon avis honnête,Juillet 2025,Arrêtée,24/07/2025,5830,248,7112.6,1.22,23.51,347366,13895,4
AG1_Motion-Vidéo_Pierre_Énergie_V502,AG1 Travel Packs,Pierre Moreau,Motion/Vidéo,Énergie quotidienne,Avant chaque entraînement...,Août 2025,Arrêtée,16/08/2025,7259,152,31213.7,4.3,47.76,339205,11872,3.5
AG1_Motion-Vidéo_Studio_Immunité_V503,Bundle Complet,Studio Interne,Motion/Vidéo,Immunité,Mon secret de productivité,Septembre 2025,En ligne,01/09/2025,3697,182,10758.27,2.91,20.31,284736,9966,3.5
AG1_Témoignage_Thomas_Bien-être_V504,Vitamine D3+K2,Thomas Bernard,Témoignage,Bien-être global,Ce qui a changé ma vie...,Octobre 2025,En pause,04/10/2025,912,26,1650.72,1.81,35.08,150189,4956,3.3
AG1_Podcast_Marc_Immunité_V505,AG1 Powder,Marc Dupont,Podcast,Immunité,3 mois plus tard...,Août 2025,Archivée,14/08/2025,4318,24,13472.16,3.12,179.92,298063,11028,3.7
AG1_Témoignage_Thomas_Performance_V506,Bundle Complet,Thomas Bernard,Témoignage,Performance sportive,Mon secret de productivité,Octobre 2025,Arrêtée,09/10/2025,4350,78,9439.5,2.17,55.77,78203,2268,2.9
AG1_UGC_Antoine_Énergie_V507,Omega-3,Antoine Roux,UGC,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Août 2025,Arrêtée,27/08/2025,2427,230,10266.21,4.23,10.55,118970,2022,1.7
AG1_Témoignage_Pierre_Focus_V508,Shaker,Pierre Moreau,Témoignage,Focus mental,Ce que personne ne dit,Septembre 2025,Arrêtée,20/09/2025,7933,202,9440.27,1.19,39.27,218348,3930,1.8
AG1_Imagestatique_Thomas_Énergie_V509,Shaker,Thomas Bernard,Image statique,Énergie quotidienne,Ce qui a changé ma vie...,Août 2025,Arrêtée,25/08/2025,3402,118,12077.1,3.55,28.83,270858,10293,3.8
AG1_Témoignage_Antoine_Routine_V510,AG1 Powder,Antoine Roux,Témoignage,Routine matinale,3 mois plus tard...,Novembre 2025,Archivée,23/11/2025,3895,133,9581.7,2.46,29.29,256942,11305,4.4
